LIFe Code,GN Code,Name in Sinhala,Name in Tamil,Name in English,MPA Code,Province,Province No,Province Sinhala,Province Tamil,Province English,District,Province No,Province Sinhala,Province Tamil,Province English,Divisional Secretariat,Province No,Province Sinhala,Province Tamil,Province English
2-1-39-080,080,_________,_________,Urulewaththa,121,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-085,085,_______,_______,Warakagoda,86,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-090,090,_____,_______,Hepana,87,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-095,095,_________ ____,_________ ______,Gadaladeniya South,82,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-100,100,______,______,Deliwala,85,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-105,105,______ _____,______ ______,Pamunuwa West,84,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-110,110,______ _______,______ _______,Pamunuwa East,83,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-115,115,_________,___________,Mampitiya,7,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-120,120,________,________,Rajagiriya,8,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-125,125,___________ _____,_________ ______,Hendeniya West,9,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-130,130,___________ _______,_________ _______,Hendeniya East,10,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-135,135,_________,_________,Penideniya,21,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-140,140,_________,________,Sangabogama,13,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-145,145,______,________,Meewathura,20,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-150,150,________ _______,_________ _______,Angunawala East,18,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-155,155,_______  _____,_________ ______,Angunawala West,19,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-160,160,_________  _______,_______ _______,Yalegoda East,11,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-165,165,_______ _____,_______ ______,Yalegoda West,12,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-170,170,_______ ________,_______ _______,Alapalawala East,16,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-175,175,_______ _____,_______ ______,Alapalawala West,17,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-180,180,_____,_____,Walgama,78,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-185,185,_________ ____,_________ ______,Rabbegamuwa North,79,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-190,190,_________ ____,_________ ______,Rabbegamuwa South,80,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-195,195,__________  _______,_________ _______,Hiddavulla East,91,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-200,200,__________,____________,Ganguldeniya,88,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-205,205,_________,_________,Wattappola,123,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-210,210,______ ____,______ ______,Walagedara North,110,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-215,215,____,____,Udagama,120,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-220,220,_________,_________,Aluthkanda,116,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-225,225,____________,____________,Sadikkawatta,112,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-230,230,_________,_________,Kovilakanda,113,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-235,235,______ ____,______ ______,Walagedara South,111,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-240,240,________,____________,Nikahetiya,109,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-245,245,________,________,Panabokka,124,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-250,250,________ _____,_________ ______,Hiddavulla West,92,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-255,255,___________,______________,Hiyarapitiya,74,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-260,260,_____,_____,Heeyawala,77,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-265,265,__________,____________,Imbuldeniya,76,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-270,270,______,_______,Naranwala,15,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-275,275,________,________,Handessa,14,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-280,280,________  _____,________ ______,Piligalla West,23,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-285,285,________  _______,________ _______,Piligalla East,22,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-290,290,______  _____,________ ______,Godapola West,28,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-295,295,______  _______,________ _______,Godapola East,27,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-300,300,__________,____________,Kamburadeniya,29,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-305,305,_________,_________,Meewaladeniya,33,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-310,310,______,______,Arattana,54,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-315,315,______,______,Davulagala,55,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-320,320,________,_________,Arawwawela,75,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-325,325,____,_____,Rangama,73,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-330,330,______,__________,Wathupola,65,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-335,335,_________,_________,Manikkawa,108,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-340,340,___________,_____________,Elpitikanda,107,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-345,345,________,________,Kooradeniya,106,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-350,350,______,________,Ambanwala,105,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-355,355,_____  ________,______ _______,Werawala East,69,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-360,360,_____  _____,______ ______,Werawala West,67,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-365,365,_________,___________,Siyambalagoda,72,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-370,370,_________,_________,Meddegoda,71,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-375,375,________,_______,Embakka,70,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-380,380,________,__________,Ambarapola,59,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-385,385,_______  _____,_______ ______,Eladhetha West,53,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-390,390,____ _________,___ ___________,Ihala Pethiyagoda,34,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-395,395,________ _____,___________ ______,Pethiyagoda West,32,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-400,400,_________ ________,___________ _______,Pethiyagoda East,31,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-405,405,_____ ________,_____ ________,Palle Aludeniya,30,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-410,410,____ ____,____ ______,Karamada North,24,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-415,415,____ _________,_____ _______,New Peradeniya,26,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-420,420,____ ____,____ ______,Karamada South,25,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-425,425,____ ________ ____,_____ __________ ______,New Elpitiya North,39,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-430,430,______,______,Gelioya,38,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-435,435,_________ _____,___________ ______,Dehipagoda West,36,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-440,440,_________ _______,___________ _______,Dehipagoda East,37,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-445,445,_______ ________,_______ _______,Eladhetta East,52,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-450,450,________,_______,Hathnagoda,62,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-455,455,________,____________,Ketakumbura,56,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-460,460,________,________,Boowelikada,58,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-465,465,__________,__________,Dodandeniya,60,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-470,470,________,____________,Batupitiya,57,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
